soma_joinid	citation	collection_id	collection_name	collection_doi	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
444	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/18e3e50e-036f-4a33-b888-5bd4b48d4b5e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	639ffc23-14db-4060-9027-3c90314200f8	18e3e50e-036f-4a33-b888-5bd4b48d4b5e	Dissection: Cerebral cortex (Cx) - Supraparietal lobule (SPL) - Posterosuperior (dorsal) parietal cortex - A5-A7	639ffc23-14db-4060-9027-3c90314200f8.h5ad	35290
445	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/1d1483df-7358-4079-8c18-3f1fa7065fdd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	43b7e156-65b3-4a7b-8c7a-08528e4b21d0	1d1483df-7358-4079-8c18-3f1fa7065fdd	Dissection: Basal forebrain (BF) - substantia innominata and nearby nuclei - SI	43b7e156-65b3-4a7b-8c7a-08528e4b21d0.h5ad	38205
446	Publication: https://doi.org/10.1186/s13059-019-1906-x Dataset Version: https://datasets.cellxgene.cziscience.com/078f67a3-644e-420a-a5c6-dcd2ffe1ccfa.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91	4d74781b-8186-4c9a-b659-ff4dc4601d91	scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation	10.1186/s13059-019-1906-x	644a578d-ffdc-446b-9679-e7ab4c919c13	078f67a3-644e-420a-a5c6-dcd2ffe1ccfa	Spleen	644a578d-ffdc-446b-9679-e7ab4c919c13.h5ad	94256
447	Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/bdee03e4-14ee-4f3e-a225-3d12f032841f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	4c4cd77c-8fee-4836-9145-16562a8782fe	bdee03e4-14ee-4f3e-a225-3d12f032841f	Individual Single-Cell RNA-seq PBMC Data from Lee et al.	4c4cd77c-8fee-4836-9145-16562a8782fe.h5ad	43512
448	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/2e56729d-ee10-4193-bc7e-158bb90e709e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	f5a04dff-d394-4023-8811-65494e8bb11d	2e56729d-ee10-4193-bc7e-158bb90e709e	Dissection: Basal nuclei (BN) - Putamen - Pu	f5a04dff-d394-4023-8811-65494e8bb11d.h5ad	34416
449	Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/2a64f4cc-d6c7-4fe6-9918-030c28b1c995.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c	c1241244-b22d-483d-875b-75699efb9f3c	A spatially resolved atlas of the human lung characterizes a gland-associated immune niche	10.1038/s41588-022-01243-4	0e9d47fb-89b1-42d8-b426-2c7630b5f5fa	2a64f4cc-d6c7-4fe6-9918-030c28b1c995	Airway epithelial cells	0e9d47fb-89b1-42d8-b426-2c7630b5f5fa.h5ad	29505
450	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/bfebfb77-22c5-40c0-ad55-f21587ca42c7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	5ae6ab72-1927-4d5b-9826-86be65791293	bfebfb77-22c5-40c0-ad55-f21587ca42c7	Sncg - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	5ae6ab72-1927-4d5b-9826-86be65791293.h5ad	20181
451	Publication: https://doi.org/10.1101/2024.01.24.577060 Dataset Version: https://datasets.cellxgene.cziscience.com/6d58e48d-df80-4f1d-8167-8e72b58490c4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	Unified comprehensive single-cell atlas of the mouse retina	10.1101/2024.01.24.577060	a34c5975-4191-4c0b-b970-f92ee9a6aca2	6d58e48d-df80-4f1d-8167-8e72b58490c4	MRCA: scRNA-seq of the mouse retina - amacrine cell subclass	a34c5975-4191-4c0b-b970-f92ee9a6aca2.h5ad	43823
452	Publication: https://doi.org/10.1038/s41586-023-06252-9 Dataset Version: https://datasets.cellxgene.cziscience.com/ee66d330-56a7-4474-9b5a-5eac7f6472bc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731	4195ab4c-20bd-4cd3-8b3d-65601277e731	A spatially resolved single cell genomic atlas of the adult human breast	10.1038/s41586-023-06252-9	74520626-b0ba-4ee9-86b5-714649554def	ee66d330-56a7-4474-9b5a-5eac7f6472bc	scRNA-seq data - T cells	74520626-b0ba-4ee9-86b5-714649554def.h5ad	76567
453	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/68d9d2df-d551-4af3-826b-d850ba161460.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	3f31f8ce-bbf6-4df8-8203-aa240ed03026	68d9d2df-d551-4af3-826b-d850ba161460	Dissection: Cerebral cortex (Cx) - Cingulate gyrus, rostral (CgGr) - Ventral division of MFC - A24	3f31f8ce-bbf6-4df8-8203-aa240ed03026.h5ad	32157
454	Publication: https://doi.org/10.1186/s40478-023-01568-z Dataset Version: https://datasets.cellxgene.cziscience.com/79772e00-00d5-497e-b8ff-f83af5ce59c1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function	10.1186/s40478-023-01568-z	c05e6940-729c-47bd-a2a6-6ce3730c4919	79772e00-00d5-497e-b8ff-f83af5ce59c1	white matter - all cells	c05e6940-729c-47bd-a2a6-6ce3730c4919.h5ad	45528
455	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/0bb46187-dcf9-4b59-a825-33b6de1de21f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	529bb209-9d7b-44da-bfa4-f6e4745c46c2	0bb46187-dcf9-4b59-a825-33b6de1de21f	Dissection: Basal nuclei (BN) - Body of the Caudate - CaB	529bb209-9d7b-44da-bfa4-f6e4745c46c2.h5ad	32678
456	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/fd35b9b7-1dd9-4744-95cb-2bdfb59b9c38.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	1185a7d3-a9c1-4280-9ba5-d61895b15cac	fd35b9b7-1dd9-4744-95cb-2bdfb59b9c38	Dissection: Amygdaloid complex (AMY) - corticomedial nuclear group - CMN	1185a7d3-a9c1-4280-9ba5-d61895b15cac.h5ad	38331
457	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/143aecf7-7957-40e7-afc1-2645794489bd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	ecd9230d-c571-4dab-abd3-8b54c74833f0	143aecf7-7957-40e7-afc1-2645794489bd	Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - Pulvinar of thalamus - Pul	ecd9230d-c571-4dab-abd3-8b54c74833f0.h5ad	46453
458	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/c057f18d-f3ed-4224-be9a-e12ed6da2b37.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	98ad5247-68f8-42f8-b8e5-7938cb373a91	c057f18d-f3ed-4224-be9a-e12ed6da2b37	Tongue - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x	98ad5247-68f8-42f8-b8e5-7938cb373a91.h5ad	20680
459	Publication: https://doi.org/10.1126/science.aay3224 Dataset Version: https://datasets.cellxgene.cziscience.com/f45c1e32-4fb5-4a14-ba4b-adaba432193f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/de13e3e2-23b6-40ed-a413-e9e12d7d3910	de13e3e2-23b6-40ed-a413-e9e12d7d3910	A cell atlas of human thymic development defines T cell repertoire formation	10.1126/science.aay3224	814f2c97-49e4-4a17-be26-fde3c4c57d1b	f45c1e32-4fb5-4a14-ba4b-adaba432193f	Human Stem Cells (LIV and TH) - A cell atlas of human thymic development defines T cell repertoire formation	814f2c97-49e4-4a17-be26-fde3c4c57d1b.h5ad	27589
460	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/733630fa-b60d-4f1c-a7b1-fa36794812a4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	d288b10a-643e-44bd-b451-96e9588b2ee5	733630fa-b60d-4f1c-a7b1-fa36794812a4	Dissection: Cerebral cortex (Cx) - Supramarginal gyrus (SMG) - A40	d288b10a-643e-44bd-b451-96e9588b2ee5.h5ad	39053
461	Publication: https://doi.org/10.1038/s41586-022-04518-2 Dataset Version: https://datasets.cellxgene.cziscience.com/e978b0b5-d1f4-4276-afaf-9e6fba2ebf1c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fe0e718d-2ee9-42cc-894b-0b490f437dfd	fe0e718d-2ee9-42cc-894b-0b490f437dfd	A single-cell atlas of human and mouse white adipose tissue	10.1038/s41586-022-04518-2	d2c38509-334d-4a38-b572-ba23d33be21e	e978b0b5-d1f4-4276-afaf-9e6fba2ebf1c	A Single-Cell Atlas of Mouse White Adipose Tissue - Mouse adipocytes	d2c38509-334d-4a38-b572-ba23d33be21e.h5ad	39934
462	Publication: https://doi.org/10.1002/ctm2.1356 Dataset Version: https://datasets.cellxgene.cziscience.com/48074f53-54c9-4a2c-af0e-4e8bf4f6485d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7dd599c5-d25d-40c0-b1a6-8789791ca808	7dd599c5-d25d-40c0-b1a6-8789791ca808	The cellular landscape of breast cancer associated malignant pleural effusions	10.1002/ctm2.1356	5d3fc988-765d-48ba-bfb5-151ef2988cac	48074f53-54c9-4a2c-af0e-4e8bf4f6485d	Figure 1	5d3fc988-765d-48ba-bfb5-151ef2988cac.h5ad	49109
463	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/0e9b11a9-cad0-43da-a338-4eb14bbb89a4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	d02287f3-408b-438d-9131-999e460cbd0e	0e9b11a9-cad0-43da-a338-4eb14bbb89a4	Dissection: Paleocortex (PalCx) - Piriform cortex - Pir	d02287f3-408b-438d-9131-999e460cbd0e.h5ad	36941
464	Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/1b5ca92f-555d-4bf8-97eb-a462a80818ee.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	db0752b9-f20e-40b8-8997-992f3ae0bb2e	1b5ca92f-555d-4bf8-97eb-a462a80818ee	Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets	db0752b9-f20e-40b8-8997-992f3ae0bb2e.h5ad	55348
465	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/967549c9-1f35-4835-8ba7-1841f59e11b0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	31f04740-c712-4c4b-a3f8-55c0506b3034	967549c9-1f35-4835-8ba7-1841f59e11b0	Dissection: Claustrum - Cla	31f04740-c712-4c4b-a3f8-55c0506b3034.h5ad	40165
466	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/f9d7e7bf-b180-480b-8856-da72943fec37.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	07a4e406-3a76-47a3-a21c-a28d7ce7984a	f9d7e7bf-b180-480b-8856-da72943fec37	Major cell cluster: Olfactory sensory neurons	07a4e406-3a76-47a3-a21c-a28d7ce7984a.h5ad	42826
467	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/a7d8b010-0772-43a0-9642-6eb59dffa1d2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e	a7d8b010-0772-43a0-9642-6eb59dffa1d2	Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus (AG) - Lateral entorhinal cortex - LEC	46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e.h5ad	32745
468	Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/4f577102-c10f-47bb-a838-af19380b62ea.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c	c1241244-b22d-483d-875b-75699efb9f3c	A spatially resolved atlas of the human lung characterizes a gland-associated immune niche	10.1038/s41588-022-01243-4	2d85960a-2ba8-4f54-9aec-537fae839f5d	4f577102-c10f-47bb-a838-af19380b62ea	Myeloid cells	2d85960a-2ba8-4f54-9aec-537fae839f5d.h5ad	40634
469	Publication: https://doi.org/10.1016/j.devcel.2022.05.003 Dataset Version: https://datasets.cellxgene.cziscience.com/380f5dea-b916-41ab-a953-8cdf12b2409c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/99f1515b-46a2-4bc4-94c3-f62659dc1eb4	99f1515b-46a2-4bc4-94c3-f62659dc1eb4	A human breast atlas integrating single-cell proteomics and transcriptomics	10.1016/j.devcel.2022.05.003	9a64bf99-ebe5-4276-93a8-bee9dff1cd47	380f5dea-b916-41ab-a953-8cdf12b2409c	Single-Cell RNA Sequencing of Breast Tissues: Cell Subtypes and Cancer Risk Factors	9a64bf99-ebe5-4276-93a8-bee9dff1cd47.h5ad	52681
470	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/f558c230-3cd8-48f9-ae7a-b78c40e06f91.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	1c9f5c6b-73da-4d17-95de-df080ffe0df1	f558c230-3cd8-48f9-ae7a-b78c40e06f91	L6 IT Car3 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	1c9f5c6b-73da-4d17-95de-df080ffe0df1.h5ad	13007
471	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/d1b68d84-66e6-47fb-95c5-96ab33caba93.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	d2514440-d747-4d8d-b2c7-b58ef8b71fbe	d1b68d84-66e6-47fb-95c5-96ab33caba93	Dissection: Thalamus (THM) - posterior nuclear complex of thalamus (PoN) - lateral geniculate nucleus (LG)	d2514440-d747-4d8d-b2c7-b58ef8b71fbe.h5ad	48856
472	Publication: https://doi.org/10.1038/s41586-021-03465-8 Dataset Version: https://datasets.cellxgene.cziscience.com/86849064-64c3-42af-840d-b456a188a89e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/367d95c0-0eb0-4dae-8276-9407239421ee	367d95c0-0eb0-4dae-8276-9407239421ee	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse	10.1038/s41586-021-03465-8	b6203114-e133-458a-aed5-eed1028378b4	86849064-64c3-42af-840d-b456a188a89e	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse 3-species integration excitory neurons	b6203114-e133-458a-aed5-eed1028378b4.h5ad	7805
473	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/a96d8cf4-1852-4ead-81cc-aaeedef9df66.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	e6b2ce27-681b-4409-a053-2681875936e5	a96d8cf4-1852-4ead-81cc-aaeedef9df66	Supercluster: Eccentric medium spiny neuron	e6b2ce27-681b-4409-a053-2681875936e5.h5ad	40144
474	Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/1649053a-a101-432d-b7d2-ffb0888f8c62.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5	e5f58829-1a66-40b5-a624-9046778e74f5	Tabula Sapiens	10.1126/science.abl4896	a2d4d33e-4c62-4361-b80a-9be53d2e50e8	1649053a-a101-432d-b7d2-ffb0888f8c62	Tabula Sapiens - Vasculature	a2d4d33e-4c62-4361-b80a-9be53d2e50e8.h5ad	16037
475	Publication: https://doi.org/10.1038/s41586-021-03465-8 Dataset Version: https://datasets.cellxgene.cziscience.com/8145229b-d66a-4cf7-9ba6-d959fffd5833.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/367d95c0-0eb0-4dae-8276-9407239421ee	367d95c0-0eb0-4dae-8276-9407239421ee	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse	10.1038/s41586-021-03465-8	f7a068f1-0fdb-48e8-8029-db870ff11d9e	8145229b-d66a-4cf7-9ba6-d959fffd5833	Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse 3-species integration inhibitory neurons	f7a068f1-0fdb-48e8-8029-db870ff11d9e.h5ad	10980
476	Publication: https://doi.org/10.1073/pnas.2200914119 Dataset Version: https://datasets.cellxgene.cziscience.com/4891c1a8-9830-4e24-b784-58cfe42e299c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/63d03351-06be-478e-a0db-f7a653b6b19b	63d03351-06be-478e-a0db-f7a653b6b19b	Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types	10.1073/pnas.2200914119	a4157949-6f2a-40e2-b960-63f6e2bde918	4891c1a8-9830-4e24-b784-58cfe42e299c	Central Cornea	a4157949-6f2a-40e2-b960-63f6e2bde918.h5ad	37485
477	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/c9daa0bd-3360-44e0-a2a5-f00b7a35c0b4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	949ec7fc-ac54-47c9-bb6f-ee9e67688cce	c9daa0bd-3360-44e0-a2a5-f00b7a35c0b4	Dissection: Cerebral cortex (Cx) - Short insular gyri - Granular insular cortex - Ig	949ec7fc-ac54-47c9-bb6f-ee9e67688cce.h5ad	38937
