soma_joinid	citation	collection_id	collection_name	collection_doi	collection_doi_label	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
802	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/8043f1b1-93f5-4493-bc2a-f0e1c8723e4d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	f9034091-2e8f-4ac6-9874-e7b7eb566824	8043f1b1-93f5-4493-bc2a-f0e1c8723e4d	Dissection: Myelencephalon (medulla oblongata) (Mo) - medullary reticular formation (MoRF) & efferent nuclei of cranial nerves in the medulla oblongata (MoEN) - MoRF-MoEN	f9034091-2e8f-4ac6-9874-e7b7eb566824.h5ad	23120
803	Publication: https://doi.org/10.1038/s41586-023-06806-x Dataset Version: https://datasets.cellxgene.cziscience.com/349b3537-c17c-4c6c-873e-441ccf0169aa.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4fefa187-5d14-4f1e-915b-c892ed320aab	4fefa187-5d14-4f1e-915b-c892ed320aab	A human embryonic limb cell atlas resolved in space and time	10.1038/s41586-023-06806-x	Zhang et al. (2023) Nature	69d2ee89-95b1-40af-bfba-5741a1e79c52	349b3537-c17c-4c6c-873e-441ccf0169aa	PCW7.0 WSSS_THYst9699524	69d2ee89-95b1-40af-bfba-5741a1e79c52.h5ad	4992
804	Publication: https://doi.org/10.1126/science.aat1699 Dataset Version: https://datasets.cellxgene.cziscience.com/8901936d-551d-4df6-9cf0-aea22917d212.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/125eef58-0f61-4963-9b08-53e851ab65fb	125eef58-0f61-4963-9b08-53e851ab65fb	Single-cell transcriptomes from human kidneys reveal the cellular identity of renal tumors	10.1126/science.aat1699	Young et al. (2018) Science	105c7dad-0468-4628-a5be-2bb42c6a8ae4	8901936d-551d-4df6-9cf0-aea22917d212	mature	105c7dad-0468-4628-a5be-2bb42c6a8ae4.h5ad	40268
805	Publication: https://doi.org/10.1038/s41593-022-01061-1 Dataset Version: https://datasets.cellxgene.cziscience.com/744afc03-e10b-4908-9baa-096995a01cf2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120	b0f0b447-ac37-45b0-b1bf-5c0b7d871120	Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease	10.1038/s41593-022-01061-1	Kamath et al. (2022) Nat Neurosci	07760522-707a-4a1c-8891-dbd1226d6b27	744afc03-e10b-4908-9baa-096995a01cf2	Human Astrocytes 10x scRNA-seq	07760522-707a-4a1c-8891-dbd1226d6b27.h5ad	33506
806	Publication: https://doi.org/10.1038/s41586-022-05060-x Dataset Version: https://datasets.cellxgene.cziscience.com/567a0d3a-bcce-42c6-9079-34f25459a941.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77	8191c283-0816-424b-9b61-c3e1d6258a77	Spatial multi-omic map of human myocardial infarction	10.1038/s41586-022-05060-x	Kuppe et al. (2022) Nature	4a6e55f0-a01e-46b5-9c49-8ecfdf042c71	567a0d3a-bcce-42c6-9079-34f25459a941	GT_IZ_P15 (ACH0011)-Spatial multi-omic map of human myocardial infarction	4a6e55f0-a01e-46b5-9c49-8ecfdf042c71.h5ad	4992
807	Publication: https://doi.org/10.1038/s41586-022-05060-x Dataset Version: https://datasets.cellxgene.cziscience.com/3044ec4c-72e1-4912-b231-f6c3bf67fc59.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77	8191c283-0816-424b-9b61-c3e1d6258a77	Spatial multi-omic map of human myocardial infarction	10.1038/s41586-022-05060-x	Kuppe et al. (2022) Nature	6476d8b6-1ad0-47b3-b243-846a08007311	3044ec4c-72e1-4912-b231-f6c3bf67fc59	GT_IZ_P9 (ACH0012)-Spatial multi-omic map of human myocardial infarction	6476d8b6-1ad0-47b3-b243-846a08007311.h5ad	4992
808	Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/a2ee847d-c5b4-4318-b6ba-0d36ed57d769.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1038/s41593-024-01774-5	Gabitto et al. (2024) Nat Neurosci	f67f2cfa-ba45-4f77-8e26-64a15f666043	a2ee847d-c5b4-4318-b6ba-0d36ed57d769	Pax6 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	f67f2cfa-ba45-4f77-8e26-64a15f666043.h5ad	8463
809	Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/26df7002-6008-4822-adf7-c1294cbf960f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c	c1241244-b22d-483d-875b-75699efb9f3c	A spatially resolved atlas of the human lung characterizes a gland-associated immune niche	10.1038/s41588-022-01243-4	Madissoon et al. (2023) Nat Genet	5944834b-e31e-4955-942a-731d75e39385	26df7002-6008-4822-adf7-c1294cbf960f	WSA_LngSP9258463	5944834b-e31e-4955-942a-731d75e39385.h5ad	4992
810	Publication: https://doi.org/10.1016/j.ccell.2022.11.001 Dataset Version: https://datasets.cellxgene.cziscience.com/07ba9581-396c-4f54-b5a8-92286a2bdfd9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f7cecffa-00b4-4560-a29a-8ad626b8ee08	f7cecffa-00b4-4560-a29a-8ad626b8ee08	Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer	10.1016/j.ccell.2022.11.001	Li et al. (2022) Cancer Cell	252438d3-8143-48a9-9ac2-ef5991fb21b8	07ba9581-396c-4f54-b5a8-92286a2bdfd9	6800STDY12499408	252438d3-8143-48a9-9ac2-ef5991fb21b8.h5ad	4992
811	Publication: https://doi.org/10.1073/pnas.2103240118 Dataset Version: https://datasets.cellxgene.cziscience.com/add8b685-9410-477c-ada8-98d67fbc3860.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1df8c90d-d299-4b2e-a54d-a5a80f36e780	1df8c90d-d299-4b2e-a54d-a5a80f36e780	Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response	10.1073/pnas.2103240118	Zhang et al. (2021) Proc. Natl. Acad. Sci. U.S.A.	be39785b-67cb-4177-be19-a40ee3747e45	add8b685-9410-477c-ada8-98d67fbc3860	ccRCC - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response	be39785b-67cb-4177-be19-a40ee3747e45.h5ad	20509
812	Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/7bb8238f-b5a7-4bbd-9c00-244e2b72e140.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1038/s41593-024-01774-5	Gabitto et al. (2024) Nat Neurosci	8c6ed88f-11bf-4159-bad7-ff41fb1e1eca	7bb8238f-b5a7-4bbd-9c00-244e2b72e140	Chandelier - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	8c6ed88f-11bf-4159-bad7-ff41fb1e1eca.h5ad	9893
813	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/23bde9cc-6fcc-4e5f-86a0-1c4ea7a1ae98.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	8bf44fc5-f1a0-419d-a71c-760fd9b813e8	23bde9cc-6fcc-4e5f-86a0-1c4ea7a1ae98	Major cell cluster: Ependymal cells	8bf44fc5-f1a0-419d-a71c-760fd9b813e8.h5ad	15396
814	Publication: https://doi.org/10.1016/j.cell.2020.12.016 Dataset Version: https://datasets.cellxgene.cziscience.com/8827c578-1c5b-4007-a268-d241bb2d1916.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	Fawkner-Corbett et al. (2021) Cell	4d2e0563-cf4a-48bd-aa7f-efc26025b53a	8827c578-1c5b-4007-a268-d241bb2d1916	Spatiotemporal analysis of human intestinal development at single-cell resolution: Fibroblasts	4d2e0563-cf4a-48bd-aa7f-efc26025b53a.h5ad	24081
815	Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/5f12d182-dd50-4ae1-8852-aa15cd524314.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a	dea97145-f712-431c-a223-6b5f565f362a	A single-cell and spatially resolved atlas of human breast cancers	10.1038/s41588-021-00911-1	Wu et al. (2021) Nat Genet	aafb780d-f52d-4285-a1f4-57376cabe1ee	5f12d182-dd50-4ae1-8852-aa15cd524314	CID4290	aafb780d-f52d-4285-a1f4-57376cabe1ee.h5ad	4992
816	Publication: https://doi.org/10.1016/j.cell.2024.02.020 Dataset Version: https://datasets.cellxgene.cziscience.com/aaa4d300-19f6-4313-916d-2c239a323852.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4828d33d-fb26-42e7-bf36-18293b0eec85	4828d33d-fb26-42e7-bf36-18293b0eec85	Type I interferon responsive microglia shape cortical development and behavior	10.1016/j.cell.2024.02.020	Escoubas et al. (2024) Cell	5dec4249-8459-4df0-8998-37193135754c	aaa4d300-19f6-4313-916d-2c239a323852	Type I interferon responsive microglia shape cortical development and behavior	5dec4249-8459-4df0-8998-37193135754c.h5ad	12330
817	Publication: https://doi.org/10.1016/j.neuron.2022.06.021 Dataset Version: https://datasets.cellxgene.cziscience.com/5d871206-9489-4d9f-8106-94305ccb1c3a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b953c942-f5d8-434f-9da7-e726ba7c1481	b953c942-f5d8-434f-9da7-e726ba7c1481	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease	10.1016/j.neuron.2022.06.021	Otero-Garcia et al. (2022) Neuron	9813a1d4-d107-459e-9b2e-7687be935f69	5d871206-9489-4d9f-8106-94305ccb1c3a	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Inhibitory	9813a1d4-d107-459e-9b2e-7687be935f69.h5ad	23197
818	Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/e0ce907d-60ac-4cfc-8549-8995c2f9ae62.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8	34f12de7-c5e5-4813-a136-832677f98ac8	Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma	10.1073/pnas.2313326120	Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.	8f8821bf-6033-49fd-b638-44e0a18f4bf8	e0ce907d-60ac-4cfc-8549-8995c2f9ae62	Visium spatial - face_forehead_A_b	8f8821bf-6033-49fd-b638-44e0a18f4bf8.h5ad	4992
819	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/dfeb77bf-5bd4-4451-97ac-37adfb206f9d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	7cd3c321-e487-4b51-a8af-9bf671b59fe5	dfeb77bf-5bd4-4451-97ac-37adfb206f9d	Dissection: Pons (Pn) - other nuclei in pontine tegmentum (XPnTg) - dorsal tegmental nucleus - DTg	7cd3c321-e487-4b51-a8af-9bf671b59fe5.h5ad	26095
820	Publication: https://doi.org/10.1101/2023.09.04.555678 Dataset Version: https://datasets.cellxgene.cziscience.com/452a0ba7-e4ec-4038-bea4-a65283560c12.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ba84c7ba-8d8c-4720-a76e-3ee37dc89f0b	ba84c7ba-8d8c-4720-a76e-3ee37dc89f0b	Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns	10.1101/2023.09.04.555678	Lazarescu et al. (2023) bioRxiv	74c527f9-80c2-48bc-a262-88bca203a922	452a0ba7-e4ec-4038-bea4-a65283560c12	Differentiation path from ASPCs to adipocytes in subcutaneous adipose tissue double filtration (Scrublet & DoubletFinder) pipeline	74c527f9-80c2-48bc-a262-88bca203a922.h5ad	21225
821	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/c4441887-ea23-4467-aaa6-c63453ca6547.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	c7856243-c59a-4b70-8ce7-25b94c2d9da1	c4441887-ea23-4467-aaa6-c63453ca6547	Dissection: Cerebral cortex (Cx) - Gyrus rectus (ReG) - Medial orbitofrontal cortex - A14	c7856243-c59a-4b70-8ce7-25b94c2d9da1.h5ad	14352
822	Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/2d5d0189-4717-4da9-8c36-eb132b2bf6ca.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8	34f12de7-c5e5-4813-a136-832677f98ac8	Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma	10.1073/pnas.2313326120	Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.	205e9eb0-1ae7-4cdf-abc1-0d7acf5d357f	2d5d0189-4717-4da9-8c36-eb132b2bf6ca	Visium spatial - body_inguinal_A_b	205e9eb0-1ae7-4cdf-abc1-0d7acf5d357f.h5ad	4992
823	Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/0ede1137-e3bf-4cbf-9034-a6550b663e49.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c	c1241244-b22d-483d-875b-75699efb9f3c	A spatially resolved atlas of the human lung characterizes a gland-associated immune niche	10.1038/s41588-022-01243-4	Madissoon et al. (2023) Nat Genet	e871881f-b42d-4500-906d-0972a14ba47d	0ede1137-e3bf-4cbf-9034-a6550b663e49	Fibroblasts	e871881f-b42d-4500-906d-0972a14ba47d.h5ad	20515
824	Publication: https://doi.org/10.1073/pnas.2023333118 Dataset Version: https://datasets.cellxgene.cziscience.com/ddcac89b-b811-431a-b3d9-bcab34a5b1c9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e02201d7-f49f-401f-baf0-1eb1406546c0	e02201d7-f49f-401f-baf0-1eb1406546c0	Early role for a Na+,K+-ATPase (ATP1A3) in brain development	10.1073/pnas.2023333118	Smith et al. (2021) Proc. Natl. Acad. Sci. U.S.A.	39ed7d98-676d-4b8d-9d0a-0f3b60914ead	ddcac89b-b811-431a-b3d9-bcab34a5b1c9	Midgestational human neocortex cells	39ed7d98-676d-4b8d-9d0a-0f3b60914ead.h5ad	118647
825	Publication: https://doi.org/10.1038/s41586-020-2797-4 Dataset Version: https://datasets.cellxgene.cziscience.com/8e015203-4b23-43f3-abd7-4b110d5f8d38.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72	b52eb423-5d0d-4645-b217-e1c6d38b2e72	Cells of the adult human heart	10.1038/s41586-020-2797-4	Litviňuková et al. (2020) Nature	ed852810-a003-4386-9846-1638362cee39	8e015203-4b23-43f3-abd7-4b110d5f8d38	Immune — Cells of the adult human heart	ed852810-a003-4386-9846-1638362cee39.h5ad	40868
826	Publication: https://doi.org/10.1038/s41586-023-06806-x Dataset Version: https://datasets.cellxgene.cziscience.com/9fc9ab5c-7f4b-4cb6-b36c-31745def3cf7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4fefa187-5d14-4f1e-915b-c892ed320aab	4fefa187-5d14-4f1e-915b-c892ed320aab	A human embryonic limb cell atlas resolved in space and time	10.1038/s41586-023-06806-x	Zhang et al. (2023) Nature	2c439dce-5aaf-4470-9dae-50ecfbc86e37	9fc9ab5c-7f4b-4cb6-b36c-31745def3cf7	PCW8.1 WSSS_THYst9383360	2c439dce-5aaf-4470-9dae-50ecfbc86e37.h5ad	4992
827	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/1a1fce46-0586-4eed-9a56-fac326e2daab.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	abc8401d-d2e6-4467-9374-5579339a7365	1a1fce46-0586-4eed-9a56-fac326e2daab	Major cell cluster: Mast cells	abc8401d-d2e6-4467-9374-5579339a7365.h5ad	23835
828	Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/1f97f38b-2a9e-48ac-b4e7-ef879a34f24d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	Leng et al. (2021) Nat Neurosci	6c600df6-ddca-4628-a8bb-1d6de1e3f9b4	1f97f38b-2a9e-48ac-b4e7-ef879a34f24d	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Superior frontal gyrus	6c600df6-ddca-4628-a8bb-1d6de1e3f9b4.h5ad	63608
829	Publication: https://doi.org/10.1016/j.cell.2020.08.013 Dataset Version: https://datasets.cellxgene.cziscience.com/3edbb391-6aa3-4d51-a9ea-ec89e28bedc7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2f4c738f-e2f3-4553-9db2-0582a38ea4dc	2f4c738f-e2f3-4553-9db2-0582a38ea4dc	Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution	10.1016/j.cell.2020.08.013	Cowan et al. (2020) Cell	babbf9f3-f482-45a5-ba76-c41f4c2f503e	3edbb391-6aa3-4d51-a9ea-ec89e28bedc7	Fovea - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution	babbf9f3-f482-45a5-ba76-c41f4c2f503e.h5ad	19768
830	Publication: https://doi.org/10.1038/s41586-023-06311-1 Dataset Version: https://datasets.cellxgene.cziscience.com/e272c5e8-1b8d-4a8c-8863-d7af5fab77dd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/3116d060-0a8e-4767-99bb-e866badea1ed	3116d060-0a8e-4767-99bb-e866badea1ed	Spatially resolved multiomics of human cardiac niches	10.1038/s41586-023-06311-1	Kanemaru et al. (2023) Nature	5260e91f-5d80-4e36-820c-394720d144c3	e272c5e8-1b8d-4a8c-8863-d7af5fab77dd	Visium spatial - HCAHeartST8795940 (OCT)	5260e91f-5d80-4e36-820c-394720d144c3.h5ad	4992
831	Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/54f0a00c-5871-4681-b35e-69822e76589b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c	c1241244-b22d-483d-875b-75699efb9f3c	A spatially resolved atlas of the human lung characterizes a gland-associated immune niche	10.1038/s41588-022-01243-4	Madissoon et al. (2023) Nat Genet	44c9d3fd-bbde-45a5-a17c-db37a75bf697	54f0a00c-5871-4681-b35e-69822e76589b	WSA_LngSP10972074	44c9d3fd-bbde-45a5-a17c-db37a75bf697.h5ad	4992
832	Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/6078c58d-849d-4c6e-8992-f4f90271c189.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1038/s41593-024-01774-5	Gabitto et al. (2024) Nat Neurosci	6cda07c7-5d7a-41ba-9799-5bb73da25a60	6078c58d-849d-4c6e-8992-f4f90271c189	L5 ET - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6cda07c7-5d7a-41ba-9799-5bb73da25a60.h5ad	3848
